x,y,z
23821,4884,0
14785,17985,0
23359,6100,0
13243,23730,0
3238,22654,0
24659,6470,0
2973,10496,0
24971,7711,0
23919,15051,0
10666,12904,0
15414,14613,0
21985,3485,0
25323,21327,0
8599,15734,0
7469,15305,0
20952,6960,0
17064,16203,0
25170,16039,0
23476,22384,0
14242,1503,0
17954,24492,0
20640,20621,0
24020,22481,0
11747,192,0
20620,11166,0
6756,2869,0
5134,733,0
13180,22598,0
16144,304,0
8524,1694,0
13650,21236,0
12005,15139,0
15784,3119,0
13161,7258,0
4117,20503,0
5293,7205,0
1759,3286,0
21678,3901,0
17088,10524,0
3599,6235,0
1735,940,0
3093,596,0
12502,24798,0
702,13914,0
9340,4665,0
3463,23191,0
9517,25425,0
14135,2259,0
23042,3996,0
17941,5708,0
18994,16180,0
21415,7589,0
13774,21557,0
21640,15151,0
11155,15069,0
15706,13724,0
24473,15452,0
17262,18783,0
17612,18322,0
8085,15685,0
9496,19529,0
10715,7354,0
3003,22209,0
5570,7793,0
17035,16435,0
1267,6859,0
20033,21925,0
15498,12235,0
23419,3546,0
14490,21252,0
8028,9559,0
22206,2747,0
3553,8641,0
24281,23236,0
22202,4544,0
12840,19863,0
12159,1044,0
21446,10752,0
11867,7844,0
8777,24043,0
13817,4277,0
22303,14426,0
17051,14292,0
12799,24735,0
20600,24084,0
944,22769,0
12104,19809,0
4979,4207,0
750,23568,0
14618,6162,0
3884,700,0
5318,21603,0
9109,955,0
3317,13442,0
4204,19968,0
15045,25173,0
22115,1917,0
13409,11809,0
4585,9039,0
22891,17844,0
13585,10826,0
13302,13139,0
19913,7103,0
1321,24689,0
6277,7081,0
19776,13340,0
23495,24209,0
23813,20813,0
4869,19206,0
14806,6726,0
885,14998,0
9708,5429,0
23821,1248,0
8366,15762,0
4366,10885,0
18296,7860,0
3941,21337,0
12279,14190,0
8210,16321,0
2379,16668,0
18023,1434,0
12257,2271,0
21457,13787,0
5250,1956,0
15149,18054,0
6803,19098,0
20320,2549,0
16333,2439,0
5710,21081,0
13103,8362,0
15358,24829,0
2626,2970,0
23322,5289,0
8003,9687,0
3399,23718,0
4258,18058,0
14930,6831,0
7566,21306,0
21137,7236,0
22310,22290,0
5660,794,0
14138,17335,0
16255,19032,0
17085,23325,0
13907,3468,0
12621,1660,0
8682,14149,0
2169,12883,0
24924,17544,0
10339,24923,0
13550,11931,0
21580,16184,0
24981,16556,0
9607,14219,0
21529,5987,0
16390,22159,0
6359,5686,0
20930,16606,0
7824,8671,0
10018,23755,0
25115,13628,0
5767,948,0
9874,18910,0
6089,17414,0
10175,19427,0
23504,7048,0
13403,17451,0
15674,12230,0
4123,3252,0
23152,9228,0
1883,18292,0
3700,17896,0
22178,19087,0
3447,5364,0
2194,16162,0
22329,11467,0
6067,24862,0
25265,6917,0
12907,3277,0
16859,209,0
8116,6207,0
497,3608,0
14649,1265,0
10249,9314,0
5201,10075,0
20434,3022,0
10380,9233,0
16274,10252,0
8878,18604,0
9741,18544,0
1865,6458,0
21126,9661,0
17055,21596,0
20790,15403,0
24778,1264,0
13690,21573,0
9905,21330,0
243,17323,0
1857,21538,0
2652,14081,0
615,7490,0
24345,3435,0
6830,17931,0
24206,22865,0
23952,6321,0
11642,18800,0
21737,7163,0
4800,14972,0
3057,10364,0
9379,13468,0
7276,21247,0
1858,9301,0
10951,3812,0
823,8905,0
17843,8929,0
9221,17660,0
5153,24199,0
5477,10734,0
20823,9956,0
13154,7608,0
1346,16882,0
10958,15183,0
325,1962,0
13314,9935,0
2513,24867,0
12438,20331,0
5604,4105,0
24776,17936,0
5491,7217,0
9983,24274,0
8491,3388,0
21235,4763,0
20272,17372,0
11515,24871,0
16610,1672,0
6939,12789,0
6080,19183,0
15155,10149,0
20481,262,0
14693,2917,0
13061,11827,0
13814,16191,0
16877,18396,0
10312,10894,0
23210,12522,0
21137,18984,0
5907,20457,0
13604,18021,0
3949,1961,0
15359,4766,0
333,3152,0
17196,8513,0
24326,20568,0
5767,19358,0
22031,5116,0
21868,23180,0
19628,2473,0
791,12116,0
2935,17596,0
22439,549,0
18476,14611,0
6869,14127,0
14887,16809,0
20678,16487,0
20237,9598,0
2771,24594,0
14455,468,0
11891,10080,0
6868,2068,0
9236,10471,0
22035,6293,0
3910,5374,0
22931,22794,0
13571,10639,0
5826,9859,0
14156,20250,0
21840,21895,0
20442,2359,0
24031,2977,0
24271,6243,0
25338,8616,0
7026,11298,0
11745,23440,0
24544,2754,0
11249,14873,0
12052,4147,0
16017,6786,0
3005,4089,0
14389,20982,0
18926,1057,0
12786,10872,0
9547,24536,0
25111,9602,0
13357,20533,0
18888,20512,0
12458,22652,0
20701,17604,0
21957,10313,0
9505,12250,0
13153,10528,0
18619,9259,0
10569,8619,0
6624,8643,0
16578,23537,0
2707,6479,0
11762,10575,0
7488,3822,0
19707,16676,0
10040,8922,0
5005,18903,0
622,2331,0
15993,20647,0
18735,1297,0
7080,12451,0
4310,15025,0
8538,2808,0
13580,1479,0
24532,16639,0
15600,15874,0
31,23597,0
537,1487,0
18948,23114,0
6017,3829,0
23772,13182,0
5904,20338,0
16836,5920,0
7069,24427,0
17672,857,0
6429,8563,0
25448,6913,0
20864,18848,0
4220,9267,0
16436,24318,0
22241,8721,0
18469,1233,0
16678,25242,0
14754,4618,0
20188,3653,0
3881,4648,0
21713,18506,0
24808,7855,0
11539,14988,0
13459,24934,0
13155,791,0
1027,9251,0
14274,4770,0
22409,7314,0
7307,9050,0
2483,5323,0
18501,3262,0
12506,465,0
2481,4553,0
23580,5909,0
21959,3269,0
1536,20107,0
9143,3201,0
7677,15848,0
7208,3152,0
11595,8394,0
12101,4964,0
12588,15164,0
22052,13138,0
5921,15577,0
56,8641,0
9864,4032,0
19748,2982,0
10735,12909,0
9985,22339,0
17102,22323,0
20087,24039,0
7571,23519,0
14759,15225,0
12559,19901,0
16702,7187,0
396,14391,0
17840,11943,0
6412,19119,0
19999,926,0
13198,16935,0
25321,1032,0
2908,22044,0
15639,19675,0
24005,13471,0
24899,18851,0
9534,6261,0
5526,24717,0
21577,8981,0
15542,16407,0
14637,10137,0
3438,2832,0
17176,19350,0
1174,25008,0
20934,3397,0
3644,22564,0
22428,21000,0
3679,6411,0
23696,4366,0
21183,9999,0
19745,18436,0
10826,9124,0
19594,9604,0
10640,900,0
9064,6224,0
24688,12032,0
14555,18169,0
3508,9401,0
15564,11112,0
4398,14990,0
22431,19618,0
8467,3152,0
7032,18494,0
19788,12785,0
24247,21701,0
11426,8376,0
18468,18267,0
16119,4207,0
5056,21442,0
16445,20851,0
21848,713,0
3281,16593,0
23958,18718,0
7276,25194,0
22321,4821,0
16963,21476,0
20024,4237,0
4642,22390,0
8533,684,0
10632,24883,0
8133,4575,0
7142,12965,0
14075,24900,0
21718,3576,0
11045,14584,0
9421,19864,0
3588,7664,0
655,17946,0
23349,2083,0
2599,18580,0
387,3092,0
15085,10348,0
14447,20426,0
24211,24477,0
5164,17861,0
24622,14406,0
7650,24583,0
2855,11297,0
22196,785,0
21180,25136,0
21871,24138,0
12524,1552,0
13129,4953,0
24095,23447,0
24617,11476,0
20578,5329,0
349,6810,0
5537,23257,0
8798,23655,0
23837,9325,0
24208,21463,0
8116,20266,0
10223,24552,0
16742,21564,0
13760,7680,0
24364,1932,0
19425,8163,0
16064,23168,0
2932,21760,0
7367,11612,0
9518,8457,0
18550,18522,0
3290,23404,0
24679,2970,0
12432,23197,0
3979,18358,0
20993,22540,0
748,18978,0
609,6620,0
15899,16816,0
820,23359,0
18213,10722,0
5194,20268,0
19406,4453,0
23468,15424,0
5787,17347,0
9776,10950,0
11775,7078,0
15924,25090,0
5416,2538,0
11590,4459,0
19993,7789,0
21835,21725,0
22850,471,0
10729,20842,0
18877,10375,0
18867,12466,0
165,2900,0
20221,4332,0
7638,7190,0
14984,17876,0
4714,23199,0
10827,24315,0
7462,9660,0
16856,145,0
19065,5108,0
24770,22403,0
14231,20643,0
25437,895,0
3294,18637,0
3934,6017,0
8834,6110,0
5954,18645,0
4887,18351,0
11612,23457,0
9168,21195,0
11090,21286,0
7354,6299,0
11999,8335,0
2956,22658,0
6505,7625,0
6444,14017,0
9196,2414,0
5600,22901,0
18480,2835,0
6263,8051,0
18970,4365,0
9626,16952,0
5673,9513,0
9062,2560,0
15824,8398,0
3560,2028,0
8465,5801,0
14459,2960,0
9029,6803,0
19917,13294,0
8535,4720,0
627,19881,0
6358,7810,0
4902,16142,0
4126,11202,0
14076,860,0
9420,16057,0
22478,24791,0
1321,21057,0
5160,14927,0
20765,8686,0
8188,17823,0
7853,373,0
17643,12775,0
24112,4196,0
25019,15668,0
22079,11650,0
16613,20271,0
2431,20140,0
12752,22547,0
10615,21869,0
690,14221,0
15785,4628,0
21468,4232,0
7426,8855,0
10698,21863,0
8479,2650,0
18773,938,0
11586,24469,0
4583,9523,0
2159,13002,0
9666,22611,0
13415,4880,0
340,2387,0
4263,14816,0
1781,6027,0
5402,5935,0
20694,15379,0
3661,13796,0
22449,11461,0
24920,19813,0
4178,9515,0
5883,21002,0
6290,21578,0
4637,5219,0
20084,6651,0
17128,10080,0
13485,4158,0
19184,19557,0
15809,2772,0
24702,2665,0
7069,2189,0
21236,18653,0
16794,8975,0
13801,4240,0
19753,14270,0
7397,2197,0
3033,23158,0
2463,12126,0
17501,2564,0
10907,13657,0
6287,20638,0
7941,13345,0
23539,19307,0
8472,6285,0
19822,11233,0
24397,2067,0
22187,8541,0
19584,11836,0
7707,22131,0
10895,18681,0
14714,17263,0
24418,22675,0
19560,18018,0
15558,4842,0
24031,13830,0
1965,17226,0
16197,22159,0
23025,13688,0
11413,12545,0
3297,6564,0
16445,11570,0
9917,12069,0
4193,814,0
7917,12239,0
24029,10030,0
6497,5498,0
198,9915,0
17829,761,0
8144,20080,0
1517,7891,0
11925,19059,0
12135,11136,0
6642,20616,0
25111,13545,0
20077,16588,0
13707,22246,0
19167,6645,0
24900,6482,0
19946,16987,0
24467,3573,0
1910,4962,0
13756,10189,0
23720,22378,0
21514,23028,0
24151,16378,0
9158,14794,0
17552,8555,0
21398,23853,0
21306,12486,0
18688,19840,0
10530,21244,0
22089,22394,0
24230,19282,0
13821,9853,0
9834,4082,0
4274,5905,0
10125,19675,0
12038,25023,0
1255,1599,0
21336,11212,0
13373,7108,0
21777,1324,0
22837,14387,0
16485,344,0
19480,562,0
24797,1284,0
2602,22973,0
1058,25145,0
13858,20128,0
4116,18910,0
5082,4025,0
822,82,0
23879,9268,0
24933,3026,0
5898,14591,0
3753,12199,0
23034,273,0
1271,23925,0
17731,3045,0
21485,8883,0
23175,3609,0
22598,24418,0
17364,19263,0
10970,12493,0
16909,20959,0
17382,7646,0
21552,20594,0
2059,24628,0
5772,4515,0
2196,15115,0
10308,900,0
20108,1073,0
2185,6500,0
21489,5462,0
3439,62,0
24404,3740,0
9155,23635,0
6041,19752,0
8897,19790,0
11040,2282,0
4935,12682,0
5134,18179,0
22158,7066,0
1639,2166,0
502,24006,0
3679,12548,0
8559,7741,0
11673,5138,0
19062,23321,0
19447,22231,0
19583,19506,0
17982,14195,0
20196,12351,0
14768,8924,0
21508,18257,0
15053,1269,0
21264,23145,0
14636,20458,0
17604,24150,0
15236,8106,0
7731,22783,0
3844,5039,0
16587,20162,0
11672,25163,0
3271,12032,0
565,6966,0
8131,20335,0
16466,25233,0
22606,9892,0
12312,418,0
9518,95,0
7233,20888,0
1561,11470,0
11196,23982,0
22166,14206,0
4197,23278,0
14080,3141,0
3858,11277,0
7755,16226,0
164,3793,0
